date,country,location,cases_new,deaths_new,cases_cumulative,deaths_cumulative,hcw_cumulative,cases_cumulative_confirmed,deaths_cumulative_confirmed,cumulative_confirmed_hcw,notes,link
2104-06-03,Guinea,Guekedou,2,1,193,143,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Macenta,,,44,26,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Kissidougou,,,7,5,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Dabola,,,4,4,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Djingararye,,,1,1,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Telimele,1,0,23,5,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Boffa,1,0,7,4,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Boke,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-03,Guinea,Dubreka,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 65 cases and 27 deaths; Gueckedou, 193 cases and 143 deaths; Macenta, 44 cases and 26 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 23 cases and 5 deaths; and Boffa, 7 cases and 4 deaths. In terms of isolation, 31 patients are currently hospitalized – 6 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa. The number of contacts currently being followed-up countrywide is 987 distributed as follows: Conakry, 329 contacts; Gueckedou, 323 contacts; Macenta, 176 contacts; Telimele, 104 contacts; and Boffa, 55 contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,,9,,81,6,,31,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,Kailahun,,,,,,,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,Kenema,,,,,,,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,Koinadugu,,,,,,,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,Bombali,,,,,,,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,Bo,,,,,,,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,Moyamba,,,,,,,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-05,Sierra Leone,Freetown,,,,,,,,,"Between 2 and 5 June 2014, 9 new suspected cases were reported bringing the total number of EVD clinical cases to 81 (31 confirmed, 3 probable, and 47 suspected), including 6 deaths. Kailahun district is the epicentre of the outbreak in Sierra Leone. Eleven cases are currently in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30. Community resistance is hindering the identification and follow-up of contacts.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-06,Liberia,,0,,,,,,,,"There have been no new confirmed cases since 6 April 2014. Eleven contacts (5 health-care workers and 6 community relatives) are currently being followed-up. These contacts are of the probable case from nearby Kailahun, Sierra Leone who died in Foya, Liberia. The dead body was taken back to Kailahun for burial.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2104-06-06,Liberia,Foya,0,,1,1,,,,,"There have been no new confirmed cases since 6 April 2014. Eleven contacts (5 health-care workers and 6 community relatives) are currently being followed-up. These contacts are of the probable case from nearby Kailahun, Sierra Leone who died in Foya, Liberia. The dead body was taken back to Kailahun for burial.",http://www.who.int/csr/don/2014_06_06_ebola/en/
2014-06-05,Guinea,,7,6,351,226,,210,,,"On 5 June 2014, a new district, Kouroussa, reported 1 new case and 1 death. This brings to date a total of 7 new cases nationwide (4 confirmed, 3 suspected), including 6 new cases and 6 new deaths reported from Conakry (2 new cases and 1 death), Gueckedou (1 new case and 1 death), Macenta (1 new case and 1 death), and Telimele (2 new cases and 2 deaths) during this period.

Cumulatively the total number of cases and deaths attributable to EVD in Guinea is 351 (210 laboratory-confirmed, 83 probable, and 58 suspected) including 226 deaths by 5 June 2014. The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death.

In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Conakry,2,1,67,29,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Guekedou,1,1,194,146,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Macenta,1,1,45,27,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Kissidougou,,,7,5,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Dabola,,,4,4,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Djingararye,,,1,1,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Telimele,2,2,25,7,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Boffa,,,7,6,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Boke,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Dubreka,,,,,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-05,Guinea,Kouroussa,1,1,1,1,,,,,"The geographical distribution of these cases and deaths is as follows: Conakry, 67 cases and 29 deaths; Gueckedou, 194 cases and 146 deaths; Macenta, 45 cases and 27 deaths; Dabola, 4 cases and 4 deaths; Kissidougou, 7 cases and 5 deaths; Dinguiraye, 1 case and 1 death; Telimele, 25 cases and 7 deaths; Boffa, 7 cases and 6 deaths; and Kouroussa, 1 case and 1 death. In terms of isolation, 33 patients are currently hospitalized (8 in Conakry, 9 in Gueckedou, 15 in Telimele, and 1 in Boffa). The number of contacts currently being followed-up countrywide is 1011 distributed as follows: Conakry, 329 contacts; Gueckedou, 317 contacts; Macenta, 176 contacts; Telimele, 111 contacts; and Boffa, 78 contacts.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,,8,1,39,7,5,33,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Kailahun,3,1,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Kenema,1,0,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Koinadugu,,,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Bombali,,,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Bo,1,0,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Moyamba,,,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Freetown,2,0,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-06,Sierra Leone,Port Loko,1,0,,,,,,,"As of 18:00 on 6 June 2014, 8 new cases (2 confirmed and 6 suspected) and 1 new death were reported from Kailahun (3 cases and 1 death), Kenema (1 case and 0 deaths), Bo (1 case and 0 deaths), Port Loko (1 case and 0 deaths), and Freetown (2 cases and 0 deaths). This brings the total number of EVD clinical cases to 89 (33 confirmed, 3 probable, and 53 suspected) including 7 deaths. All 33 confirmed cases and 7 deaths were reported from Kailahun district. The number of cases among health-care workers is 5 and deaths is 1. There are currently 11 cases in isolation at Kenema Hospital. The number of contacts currently being followed-up is 30.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-10,Liberia,,,,,,,,,,"No new cases have been reported from Liberia, however 11 contacts (5 health-care workers and 6 community relatives) are currently being followed-up. These contacts were of the probable case from nearby Kailahun, Sierra Leone who died in Foya, Liberia. The deceased was taken back to Kailahun for burial.",http://www.who.int/csr/don/2014_06_10_ebola/en/
2014-06-10,Liberia,Foya,,,,,,,,,"No new cases have been reported from Liberia, however 11 contacts (5 health-care workers and 6 community relatives) are currently being followed-up. These contacts were of the probable case from nearby Kailahun, Sierra Leone who died in Foya, Liberia. The deceased was taken back to Kailahun for burial.",http://www.who.int/csr/don/2014_06_10_ebola/en/
